"lessonId","title","videoId","url","previousModule","previousPosition","module","position","decision","purpose","connection"
"p13-v2-l13","Fire Detection and Alarm Systems: Key Changes to BS 5839-1","oPh3ORgowSk","https://www.youtube.com/watch?v=oPh3ORgowSk","module-13","13","module-13","13","Retained","Connect controls, data networks, security and life-safety interfaces to a documented commissioning plan.",""
"p14-l01","Planning a Solar Installation: Professional Site Survey","a3iiTnA03Lk","https://www.youtube.com/watch?v=a3iiTnA03Lk","module-14","1","module-14","1","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l02","Touring a Prosumer Solar-and-Battery Installation","CRYnracqRjM","https://www.youtube.com/watch?v=CRYnracqRjM","module-14","2","module-14","2","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l03","Electrical Preparation Before Installing Solar","fMM-EPRKNhw","https://www.youtube.com/watch?v=fMM-EPRKNhw","module-14","3","module-14","3","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l09","Solar Inverters, Multiple Sources and Safe Isolation","ef2TQvu76jg","https://www.youtube.com/watch?v=ef2TQvu76jg","module-14","9","module-14","4","Retained; resequenced","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l04","Battery Storage Location and Fire-Risk Planning","YHZqAGpDwxo","https://www.youtube.com/watch?v=YHZqAGpDwxo","module-14","4","module-14","5","Retained; resequenced","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l05","Selecting a Safe Location for a Solar Inverter","46c1BXEloR8","https://www.youtube.com/watch?v=46c1BXEloR8","module-14","5","module-14","6","Retained; resequenced","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l06","PV Installation Checks and Safe Test Sequencing","yiuZkfuwzPs","https://www.youtube.com/watch?v=yiuZkfuwzPs","module-14","6","module-14","7","Retained; resequenced","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l07","Installing a 5 kW Hybrid Inverter and Battery System","LLfU47Zs3Qc","https://www.youtube.com/watch?v=LLfU47Zs3Qc","module-14","7","module-14","8","Retained; resequenced","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-l02","Inside an Inverter-Charger: How the Victron MultiPlus Works","UPfUn5ki7OM","https://www.youtube.com/watch?v=UPfUn5ki7OM","module-14","8","module-14","9","Retained; resequenced","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l10","Automatic Transfer Switch Fundamentals","yjphp4SBkSA","https://www.youtube.com/watch?v=yjphp4SBkSA","module-14","10","module-14","10","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l11","UPS Topologies, Bypass and Critical Loads","ZhGQAaen59E","https://www.youtube.com/watch?v=ZhGQAaen59E","module-14","11","module-14","11","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-l07","Three-Phase Battery Backup: Advanced Case Study","sLyawfMcki4","https://www.youtube.com/watch?v=sLyawfMcki4","module-14","12","module-14","12","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l13","Installing an EV Charger: Survey, Mounting and Protection","QCmZKEJNa5E","https://www.youtube.com/watch?v=QCmZKEJNa5E","module-14","13","module-14","13","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l14","EV Charger Earthing and Open-Conductor Protection","o7heO1ENqKw","https://www.youtube.com/watch?v=o7heO1ENqKw","module-14","14","module-14","14","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-l08","EV Charger Connections, CT Load Sensing and Commissioning","x8eCM6Ngp9Q","https://www.youtube.com/watch?v=x8eCM6Ngp9Q","module-14","15","module-14","15","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p14-v2-l16","EV Charger Troubleshooting and Client Handover","7unMAv89nwU","https://www.youtube.com/watch?v=7unMAv89nwU","module-14","16","module-14","16","Retained","Survey the supply and identify every energy source before PV, storage, backup and EV installation cases.",""
"p15-v2-l01","Single-Phase Direct-On-Line Starter Wiring","PIaqmCxN9KU","https://www.youtube.com/watch?v=PIaqmCxN9KU","module-15","1","module-15","1","Retained","Apply motor controls and protection to pumps, ventilation and sensitive lighting systems.",""
"p15-v2-l02","Pump Control Panel and Cabinet","Ny9Cut_oJC0","https://www.youtube.com/watch?v=Ny9Cut_oJC0","module-15","2","module-15","2","Retained","Apply motor controls and protection to pumps, ventilation and sensitive lighting systems.",""
"p15-v2-l03","Extractor Fan Installation Mistakes You Are Making Right Now","OlTniinvHCw","https://www.youtube.com/watch?v=OlTniinvHCw","module-15","3","module-15","3","Retained","Apply motor controls and protection to pumps, ventilation and sensitive lighting systems.",""
"p15-v2-l04","Electrical Surges and Lighting","0NVSpbYT3D8","https://www.youtube.com/watch?v=0NVSpbYT3D8","module-15","4","module-15","4","Retained","Apply motor controls and protection to pumps, ventilation and sensitive lighting systems.",""
"p16-l06","Detecting Electrical Energy Loss with Thermal Imaging","KceE8zdk35g","https://www.youtube.com/watch?v=KceE8zdk35g","module-16","6","module-16","1","Retained; resequenced","Use diagnostic evidence and a defined scope to plan, price and explain professional work.",""
"p16-l07","How to Price Jobs and Quote as an Electrician","GT_wTybt6Ao","https://www.youtube.com/watch?v=GT_wTybt6Ao","module-16","7","module-16","2","Retained; resequenced","Use diagnostic evidence and a defined scope to plan, price and explain professional work.",""
"p16-l08","How to Quote for a House Rewire","ntAHKvT5pFg","https://www.youtube.com/watch?v=ntAHKvT5pFg","module-16","8","module-16","3","Retained; resequenced","Use diagnostic evidence and a defined scope to plan, price and explain professional work.",""
